ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
3631,0.04644843935966492,0.05330631881952286,0.1218319907784462,0.09758546948432922,0.0025523006916046143,0.06690827757120132,0.0515173077583313,-0.050536975264549255,-0.03715857118368149,0.043284326791763306,0.042788922786712646,0.020638473331928253
2330,0.052920714020729065,0.05317205935716629,0.12167543172836304,0.10419444739818573,0.0003729909658432007,0.060829631984233856,0.02701650559902191,-0.037830650806427,-0.04149973765015602,0.05503682792186737,0.05004287511110306,-0.022460319101810455
1074,0.045114219188690186,0.05424503982067108,0.12610715627670288,0.10881845653057098,0.0007517188787460327,0.047634486109018326,0.05948334187269211,-0.04362569749355316,0.015598015859723091,0.040948912501335144,0.028032545000314713,-0.017514407634735107
1029,0.03241875767707825,0.05602090805768967,0.13080695271492004,0.08693981170654297,-0.002316415309906006,0.07783845067024231,0.039660993963479996,-0.03842361271381378,-0.022129399701952934,0.03290838003158569,0.05456247553229332,-0.013135842978954315
1428,0.009730786085128784,0.057192713022232056,0.13830846548080444,0.06723220646381378,-0.004805326461791992,0.09513963758945465,0.04681374877691269,-0.03402248024940491,-0.0057856435887515545,0.028563708066940308,0.02250157669186592,-0.032526738941669464
3072,0.062056124210357666,0.05329471081495285,0.1146242767572403,0.10948017239570618,-5.117058753967285e-05,0.021907765418291092,0.04216250032186508,-0.03868107497692108,-0.006102314684540033,0.06350423395633698,0.042255040258169174,-0.014516621828079224
27,0.023722544312477112,0.05447130650281906,0.13588470220565796,0.059082016348838806,-0.003898024559020996,0.09826978296041489,0.04522402584552765,-0.0407094806432724,0.012435859069228172,0.029681742191314697,0.044614020735025406,-0.02769513428211212
2921,0.05400761961936951,0.053343601524829865,0.1195833832025528,0.06705088913440704,-0.0024251341819763184,0.09946859627962112,0.07116971164941788,-0.04376429319381714,0.0647660344839096,0.01593911647796631,0.059115953743457794,0.017499737441539764
881,0.038092225790023804,0.055346861481666565,0.12889355421066284,0.04451017081737518,-0.003558829426765442,0.11128267645835876,0.01955067738890648,-0.054081618785858154,0.11738575994968414,0.022531628608703613,0.04081843048334122,-0.01407257467508316
89,0.01697900891304016,0.05640488117933273,0.13892214000225067,0.09222018718719482,0.0020515024662017822,0.07210978865623474,0.05754663422703743,-0.05087815225124359,-0.02417147532105446,0.038541167974472046,0.037164073437452316,0.021261043846607208
