ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
3631,-0.13962751626968384,-0.08222071826457977,-0.01842975616455078,0.11020886898040771,0.18781471252441406,-0.0007390901446342468,-0.05196402221918106,-0.09139618277549744,-0.06824159622192383,-0.06428474187850952,-0.16559293866157532,0.32426297664642334
2330,-0.15634089708328247,-0.10132083296775818,-0.005180686712265015,0.10684657096862793,0.1811436116695404,-0.007375672459602356,-0.055639393627643585,-0.10042199492454529,-0.08060380816459656,-0.07133209705352783,-0.15571217238903046,0.3329004645347595
1074,-0.14235496520996094,-0.08240099251270294,-0.025150597095489502,0.11320680379867554,0.19647221267223358,0.011538166552782059,-0.054649099707603455,-0.09472125768661499,-0.043184950947761536,-0.07781273126602173,-0.15428562462329865,0.3271888196468353
1029,-0.16459178924560547,-0.09172319620847702,-0.013124227523803711,0.11997801065444946,0.18883003294467926,-0.017451219260692596,-0.06309987604618073,-0.10204902291297913,-0.07692605257034302,-0.07137417793273926,-0.1636800915002823,0.3470100164413452
1428,-0.14498847723007202,-0.08630502223968506,-0.01874929666519165,0.1228315532207489,0.1991742104291916,-0.0015019476413726807,-0.058671772480010986,-0.09226334095001221,-0.06599708646535873,-0.07714200019836426,-0.15649747848510742,0.33081820607185364
3072,-0.13879168033599854,-0.08242616057395935,-0.018920689821243286,0.10971370339393616,0.18855635821819305,0.006465893238782883,-0.05445599555969238,-0.09651127457618713,-0.05516775697469711,-0.07521146535873413,-0.1503162384033203,0.3328239917755127
27,-0.18444174528121948,-0.11137370020151138,-0.009071260690689087,0.11231431365013123,0.1936139613389969,9.078904986381531e-05,-0.06562276184558868,-0.10800096392631531,-0.07052338868379593,-0.08036834001541138,-0.17221137881278992,0.3646928071975708
2921,-0.15784591436386108,-0.08891912549734116,0.0007508397102355957,0.1094750463962555,0.1771790087223053,-0.013741996139287949,-0.05533897131681442,-0.10510343313217163,-0.06408718228340149,-0.06558990478515625,-0.15525175631046295,0.3311387896537781
881,-0.15172898769378662,-0.09611739218235016,0.0012682676315307617,0.09909546375274658,0.17900556325912476,0.022785402834415436,-0.06342855095863342,-0.10149726271629333,-0.06131867319345474,-0.07584422826766968,-0.14814312756061554,0.3147175908088684
89,-0.16788828372955322,-0.103213369846344,-0.022802114486694336,0.11554956436157227,0.19539181888103485,-0.01273808628320694,-0.06035582721233368,-0.10196781158447266,-0.0759449303150177,-0.06621414422988892,-0.18834084272384644,0.3622477650642395
2287,-0.15041804313659668,-0.08941207826137543,-0.019853323698043823,0.10841265320777893,0.1884484738111496,0.014896856620907784,-0.051480889320373535,-0.09885463118553162,-0.04041876271367073,-0.08795136213302612,-0.15057744085788727,0.3345224857330322
1256,-0.15283340215682983,-0.090892493724823,-0.009453415870666504,0.114829421043396,0.18492811918258667,0.0010576508939266205,-0.05687282234430313,-0.10361969470977783,-0.05924708768725395,-0.07517766952514648,-0.1512913703918457,0.330611914396286
3049,-0.13906002044677734,-0.08168178796768188,-0.013766944408416748,0.10554927587509155,0.19038185477256775,0.006224576383829117,-0.06036335974931717,-0.09562510251998901,-0.05961877107620239,-0.07222706079483032,-0.1470634490251541,0.31783926486968994
3062,-0.14214622974395752,-0.07837814092636108,-0.015056729316711426,0.11126405000686646,0.1963924914598465,0.020391618832945824,-0.05693332105875015,-0.09199956059455872,-0.04767455533146858,-0.08177036046981812,-0.138152614235878,0.3107169270515442
605,-0.1530590057373047,-0.09219736605882645,-0.021013110876083374,0.11009481549263,0.18925578892230988,-0.012469321489334106,-0.0626826286315918,-0.10013994574546814,-0.07008199393749237,-0.07419323921203613,-0.16063430905342102,0.34062713384628296
805,-0.16893500089645386,-0.10069405287504196,0.0059944987297058105,0.10281139612197876,0.17644092440605164,0.005748476833105087,-0.05565822124481201,-0.1075320839881897,-0.055695511400699615,-0.06671041250228882,-0.1506892889738083,0.33959707617759705
1200,-0.146950364112854,-0.0860806256532669,-0.007431983947753906,0.10835897922515869,0.1863296777009964,0.01967361755669117,-0.05219835788011551,-0.09567427635192871,-0.04552636295557022,-0.07887351512908936,-0.1464426964521408,0.312706857919693
212,-0.15518158674240112,-0.0978623554110527,-0.019620299339294434,0.10775899887084961,0.19041679799556732,0.006191262975335121,-0.05997289717197418,-0.10249045491218567,-0.052803847938776016,-0.08080309629440308,-0.16565534472465515,0.34385398030281067
1112,-0.15359801054000854,-0.0964767262339592,-0.007408052682876587,0.10549971461296082,0.18442732095718384,-0.004282936453819275,-0.057967446744441986,-0.10492759943008423,-0.06014128774404526,-0.07411253452301025,-0.1507565826177597,0.327057421207428
2887,-0.1939460039138794,-0.11273267865180969,0.010964274406433105,0.10907572507858276,0.18060870468616486,-0.008502095937728882,-0.0638512372970581,-0.11433982849121094,-0.07479172945022583,-0.07062429189682007,-0.16556867957115173,0.36501842737197876
