ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
3631,0.05588656663894653,0.0006492435932159424,0.11591891944408417,0.10353392362594604,0.03444862365722656,0.11927851289510727,0.07842686027288437,-0.06014794111251831,-0.007044412195682526,0.06963634490966797,0.031142374500632286,0.011438481509685516
2330,0.06571680307388306,0.012863844633102417,0.12303921580314636,0.11502572894096375,0.023654192686080933,0.11064625531435013,0.06207696348428726,-0.04059147834777832,0.006649009883403778,0.07789212465286255,0.047129273414611816,-0.03674770146608353
1074,0.05777972936630249,0.004828602075576782,0.12424644827842712,0.11199045181274414,0.03151136636734009,0.09647627919912338,0.07162804901599884,-0.042989522218704224,0.0483550950884819,0.06877148151397705,0.020461251959204674,-0.0347023531794548
1029,0.04937562346458435,0.01081743836402893,0.12848162651062012,0.10017982125282288,0.01974475383758545,0.12109316885471344,0.05671518296003342,-0.03992176055908203,0.02215496078133583,0.07085388898849487,0.041791584342718124,-0.021501872688531876
1428,0.02754226326942444,0.006333887577056885,0.1336149275302887,0.07582393288612366,0.02768474817276001,0.14815962314605713,0.06933005154132843,-0.03797277808189392,0.03819039463996887,0.07169246673583984,0.01156630739569664,-0.04780810326337814
3072,0.07992124557495117,0.012448102235794067,0.11097303032875061,0.1232684850692749,0.031177103519439697,0.06937526166439056,0.05869915708899498,-0.042683303356170654,0.03205188363790512,0.09114211797714233,0.0292219091206789,-0.02797451987862587
27,0.03897053003311157,0.011646032333374023,0.13302621245384216,0.077094167470932,0.023824632167816162,0.14239150285720825,0.06457889825105667,-0.04399612545967102,0.048966385424137115,0.06555429100990295,0.04016491025686264,-0.034513797610998154
2921,0.07115855813026428,0.007856428623199463,0.11891531944274902,0.07699662446975708,0.02517417073249817,0.14866164326667786,0.08782276511192322,-0.046571552753448486,0.10256202518939972,0.051673054695129395,0.06802473217248917,0.00020695850253105164
881,0.05017450451850891,0.0045826733112335205,0.12636294960975647,0.05151832103729248,0.02745598554611206,0.16037163138389587,0.04002774506807327,-0.05738741159439087,0.15801212191581726,0.049028605222702026,0.03613978996872902,-0.02068113163113594
89,0.03655192255973816,0.006209194660186768,0.1338401436805725,0.10398346185684204,0.03385502099990845,0.12791384756565094,0.0851697251200676,-0.05966860055923462,0.008205849677324295,0.06514030694961548,0.030229918658733368,0.006355196237564087
2287,0.032894402742385864,0.008163094520568848,0.13331763446331024,0.09349867701530457,0.02889007329940796,0.0858866423368454,0.062362752854824066,-0.04636847972869873,0.060140013694763184,0.06470286846160889,0.010430190712213516,-0.04689263179898262
1256,0.026147782802581787,0.0055366456508636475,0.1353648602962494,0.05852913856506348,0.02741163969039917,0.15479408204555511,0.0806480422616005,-0.04318854212760925,0.06917758285999298,0.06907051801681519,0.041897427290678024,-0.01870465651154518
3049,0.07909232378005981,-0.0005429387092590332,0.11044248938560486,0.0945267379283905,0.025060266256332397,0.12415405362844467,0.09364932775497437,-0.053787946701049805,0.112285315990448,0.06222039461135864,0.03121090680360794,-0.015107832849025726
